FREQ_ATGCCA,TEM_ATGCCC
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
1,True
1,True
1,True
0,False
0,False
0,False
0,False
0,False
1,True
0,False
0,False
0,False
0,False
1,True
2,True
0,False
0,False
0,False
0,False
0,False
0,False
1,True
0,False
0,False
0,False
0,False
1,True
1,True
0,False
1,True
1,True
1,True
1,True
0,False
1,True
1,True
1,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
6,True
3,True
0,False
0,False
1,True
0,False
1,True
2,True
2,True
2,True
0,False
0,False
2,True
1,True
0,False
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
2,True
0,False
0,False
5,True
0,False
1,True
1,True
3,True
3,True
3,True
3,True
0,False
8,True
8,True
8,True
0,False
0,False
0,False
0,False
0,False
1,True
3,True
0,False
0,False
1,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
4,True
2,True
2,True
4,True
4,True
4,True
4,True
4,True
2,True
1,True
1,True
1,True
1,True
0,False
1,True
0,False
2,True
1,True
1,True
1,True
1,True
1,True
2,True
1,True
0,False
0,False
1,True
0,False
0,False
0,False
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
2,True
1,True
2,True
0,False
0,False
2,True
2,True
2,True
2,True
0,False
1,True
1,True
3,True
0,False
0,False
0,False
1,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
1,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
1,True
1,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
1,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
1,True
1,True
1,True
0,False
1,True
1,True
1,True
0,False
0,False
1,True
3,True
4,True
4,True
4,True
0,False
0,False
0,False
2,True
2,True
0,False
3,True
3,True
1,True
0,False
5,True
5,True
5,True
2,True
1,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
2,True
2,True
2,True
2,True
2,True
0,False
0,False
0,False
0,False
1,True
0,False
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
0,False
1,True
1,True
1,True
0,False
2,True
2,True
1,True
0,False
0,False
5,True
5,True
5,True
5,True
1,True
0,False
0,False
0,False
0,False
1,True
0,False
0,False
1,True
2,True
2,True
2,True
2,True
2,True
2,True
2,True
2,True
0,False
3,True
3,True
3,True
3,True
3,True
4,True
4,True
4,True
4,True
4,True
4,True
2,True
2,True
2,True
2,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
3,True
3,True
0,False
0,False
0,False
0,False
1,True
1,True
1,True
2,True
2,True
0,False
0,False
0,False
1,True
1,True
0,False
0,False
0,False
0,False
1,True
1,True
0,False
3,True
1,True
0,False
0,False
1,True
1,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
1,True
1,True
2,True
0,False
0,False
0,False
2,True
2,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
0,False
0,False
1,True
1,True
0,False
0,False
0,False
0,False
0,False
3,True
3,True
3,True
2,True
2,True
2,True
0,False
0,False
3,True
3,True
2,True
3,True
2,True
3,True
1,True
1,True
0,False
2,True
2,True
2,True
2,True
2,True
0,False
0,False
0,False
0,False
1,True
1,True
1,True
1,True
1,True
0,False
1,True
1,True
1,True
1,True
1,True
1,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
2,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
0,False
0,False
1,True
1,True
0,False
1,True
1,True
1,True
1,True
1,True
1,True
0,False
1,True
1,True
2,True
2,True
2,True
0,False
0,False
2,True
2,True
0,False
0,False
0,False
0,False
1,True
1,True
0,False
0,False
2,True
2,True
2,True
0,False
3,True
2,True
0,False
4,True
4,True
4,True
4,True
0,False
0,False
0,False
0,False
0,False
2,True
2,True
0,False
1,True
0,False
0,False
0,False
2,True
1,True
1,True
1,True
0,False
0,False
0,False
0,False
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
0,False
0,False
0,False
0,False
0,False
0,False
4,True
4,True
4,True
4,True
0,False
0,False
3,True
3,True
1,True
0,False
0,False
0,False
2,True
2,True
2,True
0,False
1,True
1,True
1,True
1,True
2,True
1,True
2,True
2,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
1,True
5,True
6,True
5,True
5,True
5,True
4,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
1,True
0,False
0,False
1,True
0,False
0,False
0,False
2,True
2,True
2,True
1,True
2,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
5,True
4,True
0,False
2,True
2,True
2,True
2,True
0,False
0,False
0,False
0,False
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
0,False
0,False
2,True
2,True
2,True
1,True
0,False
0,False
0,False
1,True
1,True
1,True
1,True
0,False
1,True
1,True
0,False
0,False
0,False
0,False
1,True
1,True
1,True
0,False
0,False
0,False
1,True
1,True
0,False
1,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
3,True
3,True
3,True
2,True
1,True
2,True
2,True
2,True
2,True
0,False
1,True
3,True
3,True
0,False
1,True
0,False
0,False
0,False
0,False
0,False
1,True
1,True
1,True
1,True
1,True
0,False
0,False
0,False
0,False
2,True
3,True
0,False
0,False
0,False
0,False
0,False
1,True
1,True
1,True
0,False
0,False
1,True
1,True
0,False
0,False
0,False
1,True
0,False
3,True
3,True
3,True
3,True
3,True
2,True
0,False
0,False
0,False
0,False
0,False
0,False
1,True
2,True
0,False
0,False
0,False
1,True
3,True
3,True
0,False
0,False
1,True
1,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
0,False
1,True
0,False
1,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
1,True
1,True
1,True
0,False
1,True
1,True
0,False
0,False
0,False
0,False
3,True
3,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
1,True
0,False
0,False
0,False
0,False
0,False
2,True
2,True
2,True
2,True
0,False
1,True
1,True
1,True
1,True
0,False
3,True
3,True
3,True
3,True
3,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
6,True
6,True
6,True
6,True
3,True
3,True
0,False
0,False
0,False
0,False
1,True
1,True
1,True
0,False
0,False
1,True
1,True
1,True
2,True
1,True
2,True
2,True
2,True
1,True
2,True
2,True
0,False
0,False
0,False
0,False
4,True
4,True
2,True
1,True
1,True
1,True
0,False
2,True
2,True
1,True
1,True
0,False
1,True
1,True
0,False
0,False
4,True
4,True
4,True
0,False
0,False
0,False
1,True
1,True
0,False
2,True
2,True
4,True
0,False
4,True
4,True
4,True
0,False
0,False
0,False
0,False
1,True
1,True
1,True
1,True
0,False
1,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
1,True
1,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
1,True
1,True
1,True
5,True
5,True
5,True
5,True
5,True
3,True
0,False
0,False
0,False
0,False
1,True
1,True
1,True
2,True
2,True
0,False
0,False
0,False
0,False
0,False
0,False
1,True
0,False
2,True
0,False
0,False
1,True
0,False
0,False
0,False
0,False
1,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
1,True
1,True
0,False
1,True
1,True
1,True
0,False
0,False
1,True
1,True
1,True
1,True
0,False
0,False
0,False
2,True
3,True
2,True
2,True
2,True
0,False
0,False
0,False
1,True
1,True
0,False
4,True
4,True
1,True
1,True
1,True
1,True
1,True
1,True
0,False
2,True
3,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
1,True
1,True
1,True
0,False
0,False
0,False
1,True
1,True
1,True
2,True
3,True
0,False
0,False
0,False
2,True
2,True
0,False
0,False
3,True
1,True
1,True
1,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
1,True
1,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
1,True
1,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
2,True
0,False
0,False
2,True
2,True
3,True
7,True
7,True
7,True
0,False
1,True
1,True
1,True
1,True
3,True
2,True
2,True
1,True
1,True
1,True
0,False
0,False
0,False
0,False
0,False
1,True
1,True
1,True
4,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
2,True
2,True
2,True
0,False
1,True
0,False
0,False
0,False
0,False
0,False
0,False
1,True
0,False
0,False
1,True
1,True
2,True
3,True
2,True
2,True
4,True
4,True
0,False
3,True
2,True
3,True
3,True
1,True
1,True
1,True
1,True
1,True
0,False
1,True
1,True
1,True
3,True
3,True
3,True
0,False
2,True
1,True
0,False
0,False
2,True
2,True
2,True
1,True
1,True
1,True
1,True
0,False
1,True
0,False
0,False
0,False
0,False
0,False
1,True
1,True
1,True
1,True
1,True
0,False
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
1,True
1,True
1,True
1,True
1,True
2,True
1,True
0,False
1,True
0,False
0,False
4,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
0,False
2,True
0,False
0,False
0,False
1,True
1,True
0,False
1,True
0,False
0,False
1,True
0,False
0,False
0,False
1,True
1,True
0,False
0,False
0,False
0,False
0,False
4,True
4,True
2,True
2,True
2,True
1,True
0,False
0,False
0,False
1,True
0,False
0,False
0,False
2,True
2,True
1,True
1,True
1,True
0,False
0,False
0,False
0,False
6,True
6,True
0,False
1,True
1,True
0,False
0,False
1,True
1,True
1,True
1,True
1,True
1,True
1,True
0,False
1,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
2,True
2,True
2,True
2,True
2,True
1,True
1,True
1,True
1,True
1,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
2,True
2,True
9,True
0,False
1,True
1,True
1,True
2,True
2,True
2,True
1,True
2,True
3,True
2,True
2,True
2,True
2,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
0,False
0,False
0,False
1,True
1,True
1,True
1,True
0,False
0,False
0,False
0,False
2,True
2,True
0,False
0,False
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
2,True
2,True
2,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
0,False
0,False
0,False
5,True
5,True
5,True
5,True
5,True
5,True
3,True
0,False
0,False
0,False
0,False
0,False
1,True
1,True
1,True
1,True
1,True
1,True
1,True
4,True
4,True
4,True
0,False
1,True
0,False
0,False
0,False
0,False
1,True
0,False
0,False
0,False
0,False
1,True
1,True
1,True
0,False
0,False
1,True
0,False
1,True
0,False
1,True
0,False
1,True
1,True
1,True
1,True
1,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
1,True
0,False
1,True
1,True
0,False
0,False
0,False
0,False
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
0,False
6,True
6,True
6,True
6,True
6,True
6,True
6,True
1,True
2,True
2,True
2,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
0,False
0,False
0,False
0,False
0,False
1,True
1,True
2,True
0,False
2,True
1,True
0,False
0,False
2,True
2,True
1,True
1,True
0,False
0,False
1,True
1,True
1,True
1,True
1,True
1,True
1,True
0,False
0,False
1,True
1,True
0,False
0,False
2,True
2,True
0,False
0,False
0,False
2,True
2,True
2,True
0,False
0,False
0,False
3,True
3,True
3,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
0,False
0,False
0,False
0,False
0,False
1,True
0,False
2,True
0,False
0,False
1,True
0,False
1,True
1,True
2,True
1,True
0,False
2,True
2,True
1,True
0,False
0,False
2,True
2,True
2,True
2,True
2,True
2,True
2,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
2,True
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
0,False
1,True
1,True
1,True
0,False
0,False
0,False
0,False
0,False
2,True
1,True
1,True
2,True
2,True
2,True
0,False
1,True
0,False
0,False
0,False
0,False
0,False
0,False
1,True
0,False
0,False
0,False
0,False
1,True
0,False
0,False
1,True
1,True
0,False
1,True
1,True
1,True
2,True
0,False
